@relation TrainningSet
@attribute 0 real 
@attribute 1 real 
@attribute 2 real 
@attribute 3 real 
@attribute 4 real 
@attribute 5 real 
@attribute 6 real 
@attribute 7 real 
@attribute 8 real 
@attribute 9 real 
@attribute 10 real 
@attribute 11 real 
@attribute 12 real 
@attribute 13 real 
@attribute 14 real 
@attribute 15 real 
@attribute 16 real 
@attribute 17 real 
@attribute 18 real 
@attribute class {0,1,2,3,4,5,6}
@data
125,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
137,141,0,0,0,0.055556,0.13608,0.055556,0.13608,0.037037,0,0.11111,0,-0.11111,0.22222,-0.11111,0.11111,0.11111,-2.0944,6
189,68,0,0,0,1.1111,0.58373,1.0556,0.53403,6.8889,5.6667,10.3333,4.6667,-3.6667,10.3333,-6.6667,10.3333,0.53415,-1.7803,6
222,62,0,0,0,0.27778,0.25092,0.66667,0.55777,6.4074,4.1111,11.4444,3.6667,-6.8889,15.1111,-8.2222,11.4444,0.68081,-2.0342,6
128,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
186,90,0,0,0,4.4444,1.4555,0.66667,0.4714,10.037,7.5556,15,7.5556,-7.4444,14.8889,-7.4444,15,0.53393,-2.067,6
206,12,0,0,0,2.6111,1.482,4.5,3.3582,11.4444,8.4444,17.6667,8.2222,-9,18.6667,-9.6667,17.6667,0.54377,-2.0645,6
202,63,0,0,0,0.38889,0.32773,0.44444,0.27217,6.0741,4,10.5556,3.6667,-6.2222,13.4444,-7.2222,10.5556,0.65354,-2.0446,6
196,95,0,0,0,1.7222,1.1238,1.3333,1.2649,7.6296,6.7778,10.7778,5.3333,-2.5556,9.4444,-6.8889,10.7778,0.51257,-1.7493,6
200,13,0,0,0,1.7778,1.8579,0.27778,0.25092,9.2963,6.1111,15.8889,5.8889,-9.5556,19.7778,-10.2222,15.8889,0.63274,-2.0741,6
223,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
231,91,0,0,0,0.5,0.27889,0.55556,0.17213,6,4.5556,9.7778,3.6667,-4.3333,11.3333,-7,9.7778,0.62065,-1.9349,6
171,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
174,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
253,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
170,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
177,33,0,0,0,1.6667,1.5776,4.3333,2.974,8.7407,6.4444,13.1111,6.6667,-6.8889,13.1111,-6.2222,13.1111,0.5471,-2.0561,6
220,61,0,0,0,0.27778,0.13608,0.55556,0.27217,6.8889,4.5556,12,4.1111,-7,15.3333,-8.3333,12,0.65589,-2.0395,6
206,61,0,0,0,0.55556,0.40369,0.5,0.45947,7.0741,4.6667,12.2222,4.3333,-7.2222,15.4444,-8.2222,12.2222,0.64589,-2.0487,6
180,142,0,0,0,0.16667,0.27889,0.11111,0.17213,0.11111,0,0.33333,0,-0.33333,0.66667,-0.33333,0.33333,0.22222,-2.0944,6
231,30,0,0,0.11111,0.72222,0.71233,3,2.7968,7.037,4.7778,11.6667,4.6667,-6.7778,13.8889,-7.1111,11.6667,0.61372,-2.0473,6
242,65,0,0,0,0.55556,0.27217,1,0.42164,8.9259,6.1111,14.3333,6.3333,-8.4444,16.2222,-7.7778,14.3333,0.58346,-2.1219,6
161,89,0,0,0,4.6667,5.1164,0.16667,0.27889,3.1111,2.8889,3.7778,2.6667,-0.66667,2,-1.3333,3.7778,0.097643,-1.8905,6
242,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
138,144,0,0,0,0.88889,0.86066,0.27778,0.53403,0.66667,0.55556,1,0.44444,-0.33333,1,-0.66667,1,0.37037,-1.9043,6
226,90,0,0,0,0.77778,0.62063,0.38889,0.25092,7.1852,5.1111,12.1111,4.3333,-6.2222,14.7778,-8.5556,12.1111,0.64102,-1.9895,6
197,144,0,0,0,0.94444,0.71233,0.38889,0.49065,0.7037,0.33333,1.6667,0.11111,-1.1111,2.8889,-1.7778,1.6667,0.86111,-1.9869,6
130,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
178,35,0,0,0,0.44444,0.34427,0.38889,0.25092,13.4815,10.3333,19.2222,10.8889,-9.4444,17.2222,-7.7778,19.2222,0.45929,-2.1533,6
189,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
134,148,0,0,0,0.11111,0.17213,0.055556,0.13608,0.037037,0,0.11111,0,-0.11111,0.22222,-0.11111,0.11111,0.11111,-2.0944,6
166,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
241,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
220,149,0,0,0,0.11111,0.17213,0.11111,0.17213,0.037037,0,0.11111,0,-0.11111,0.22222,-0.11111,0.11111,0.11111,-2.0944,6
163,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
238,61,0,0,0,0.66667,0.4714,0.72222,0.49065,8.7778,5.8889,14.3333,6.1111,-8.6667,16.6667,-8,14.3333,0.58882,-2.1218,6
242,57,0,0,0.11111,2.4444,2.3539,9.2778,2.7602,15.3704,11.3333,20.8889,13.8889,-12.1111,16.5556,-4.4444,20.8889,0.46631,-2.3706,6

